id	family	commonName	otherName
Chaetops frenatus	Chaetopidae	Cape Rockjumper	NULL
Chaetoptila angustipluma	Mohoidae	Kioea	NULL
Chaetorhynchus papuensis	Rhipiduridae	Drongo Fantail	NULL
Chaetura andrei	Apodidae	Ashy-tailed Swift	NULL
Chaetura brachyura	Apodidae	Short-tailed Swift	NULL
Chaetura chapmani	Apodidae	Chapman's Swift	NULL
Chaetura cinereiventris	Apodidae	Grey-rumped Swift	NULL
Chaetura egregia	Apodidae	Pale-rumped Swift	NULL
Chaetura fumosa	Apodidae	Costa Rican Swift	NULL
Chaetura martinica	Apodidae	Lesser Antillean Swift	NULL
Chaetura meridionalis	Apodidae	Sick's Swift	NULL
Chaetura pelagica	Apodidae	Chimney Swift	NULL
Chaetura spinicaudus	Apodidae	Band-rumped Swift	NULL
Chaetura vauxi	Apodidae	Vaux's Swift	NULL
Chalcomitra adelberti	Nectariniidae	Buff-throated Sunbird	NULL
Chalcomitra amethystina	Nectariniidae	Amethyst Sunbird	NULL
Chalcomitra balfouri	Nectariniidae	Socotra Sunbird	NULL
Chalcomitra fuliginosa	Nectariniidae	Carmelite Sunbird	NULL
Chalcomitra hunteri	Nectariniidae	Hunter's Sunbird	NULL
Chalcomitra rubescens	Nectariniidae	Green-throated Sunbird	NULL
Chalcomitra senegalensis	Nectariniidae	Scarlet-chested Sunbird	NULL
Chalcoparia singalensis	Nectariniidae	Ruby-cheeked Sunbird	NULL
Chalcophaps indica	Columbidae	Common Emerald Dove	NULL
Chalcophaps longirostris	Columbidae	Pacific Emerald Dove	NULL
Chalcophaps stephani	Columbidae	Stephan's Emerald Dove	NULL
Chalcopsitta atra	Psittaculidae	Black Lory	NULL
Chalcopsitta duivenbodei	Psittaculidae	Brown Lory	NULL
Chalcopsitta scintillata	Psittaculidae	Yellow-streaked Lory	NULL
Chalcostigma herrani	Trochilidae	Rainbow-bearded Thornbill	NULL
Chalcostigma heteropogon	Trochilidae	Bronze-tailed Thornbill	NULL
Chalcostigma olivaceum	Trochilidae	Olivaceous Thornbill	NULL
Chalcostigma ruficeps	Trochilidae	Rufous-capped Thornbill	NULL
Chalcostigma stanleyi	Trochilidae	Blue-mantled Thornbill	NULL
Chalcothraupis ruficervix	Thraupidae	Golden-naped Tanager	NULL
Chalybura buffonii	Trochilidae	White-vented Plumeleteer	NULL
Chalybura urochrysia	Trochilidae	Bronze-tailed Plumeleteer	NULL
Chamaea fasciata	Paradoxornithidae	Wrentit	NULL
Chamaepetes goudotii	Cracidae	Sickle-winged Guan	NULL
Chamaepetes unicolor	Cracidae	Black Guan	NULL
Chamaetylas choloensis	Muscicapidae	Thyolo Alethe	NULL
Chamaetylas fuelleborni	Muscicapidae	White-chested Alethe	NULL
Chamaetylas poliocephala	Muscicapidae	Brown-chested Alethe	NULL
Chamaetylas poliophrys	Muscicapidae	Red-throated Alethe	NULL
Chamaeza campanisona	Formicariidae	Short-tailed Antthrush	NULL
Chamaeza meruloides	Formicariidae	Cryptic Antthrush	NULL
Chamaeza mollissima	Formicariidae	Barred Antthrush	NULL
Chamaeza nobilis	Formicariidae	Striated Antthrush	NULL
Chamaeza ruficauda	Formicariidae	Rufous-tailed Antthrush	NULL
Chamaeza turdina	Formicariidae	Schwartz's Antthrush	NULL
Charadrius alexandrinus	Charadriidae	Kentish Plover	NULL
Charadrius alticola	Charadriidae	Puna Plover	NULL
Charadrius asiaticus	Charadriidae	Caspian Plover	NULL
Charadrius bicinctus	Charadriidae	Double-banded Plover	NULL
Charadrius collaris	Charadriidae	Collared Plover	NULL
Charadrius dealbatus	Charadriidae	White-faced Plover	NULL
Charadrius dubius	Charadriidae	Little Ringed Plover	NULL
Charadrius falklandicus	Charadriidae	Two-banded Plover	NULL
Charadrius forbesi	Charadriidae	Forbes's Plover	NULL
Charadrius hiaticula	Charadriidae	Common Ringed Plover	NULL
Charadrius javanicus	Charadriidae	Javan Plover	NULL
Charadrius leschenaultii	Charadriidae	Greater Sand Plover	NULL
Charadrius marginatus	Charadriidae	White-fronted Plover	NULL
Charadrius melodus	Charadriidae	Piping Plover	NULL
Charadrius modestus	Charadriidae	Rufous-chested Plover	NULL
Charadrius mongolus	Charadriidae	Lesser Sand Plover	NULL
Charadrius montanus	Charadriidae	Mountain Plover	NULL
Charadrius morinellus	Charadriidae	Eurasian Dotterel	NULL
Charadrius nivosus	Charadriidae	Snowy Plover	NULL
Charadrius obscurus	Charadriidae	New Zealand Plover	NULL
Charadrius pallidus	Charadriidae	Chestnut-banded Plover	NULL
Charadrius pecuarius	Charadriidae	Kittlitz's Plover	NULL
Charadrius peronii	Charadriidae	Malaysian Plover	NULL
Charadrius placidus	Charadriidae	Long-billed Plover	NULL
Charadrius ruficapillus	Charadriidae	Red-capped Plover	NULL
Charadrius sanctaehelenae	Charadriidae	St. Helena Plover	NULL
Charadrius semipalmatus	Charadriidae	Semipalmated Plover	NULL
Charadrius thoracicus	Charadriidae	Madagascar Plover	NULL
Charadrius tricollaris	Charadriidae	Three-banded Plover	NULL
Charadrius veredus	Charadriidae	Oriental Plover	NULL
Charadrius vociferus	Charadriidae	Killdeer	NULL
Charadrius wilsonia	Charadriidae	Wilson's Plover	NULL
Charitospiza eucosma	Thraupidae	Coal-crested Finch	NULL
Charminetta wilhelminae	Psittaculidae	Pygmy Lorikeet	NULL
Charmosyna josefinae	Psittaculidae	Josephine's Lorikeet	NULL
Charmosyna papou	Psittaculidae	Papuan Lorikeet	NULL
Charmosyna stellae	Psittaculidae	Stella's Lorikeet	NULL
Charmosynoides margarethae	Psittaculidae	Duchess Lorikeet	NULL
Charmosynopsis pulchella	Psittaculidae	Fairy Lorikeet	NULL
Charmosynopsis toxopei	Psittaculidae	Blue-fronted Lorikeet	NULL
Chasiempis ibidis	Monarchidae	O'ahu 'elepaio	NULL
Chasiempis sandwichensis	Monarchidae	Hawai'i 'elepaio	NULL
Chasiempis sclateri	Monarchidae	Kaua'i 'elepaio	NULL
Chauna chavaria	Anhimidae	Northern Screamer	NULL
Chauna torquata	Anhimidae	Southern Screamer	NULL
Chelictinia riocourii	Accipitridae	Scissor-tailed Kite	NULL
Chelidoptera tenebrosa	Bucconidae	Swallow-winged Puffbird	NULL
Chelidorhynx hypoxanthus	Stenostiridae	Yellow-bellied Fantail	NULL
Chenonetta finschi	Anatidae	Finsch's Duck	NULL
Chenonetta jubata	Anatidae	Maned Duck	NULL
Chenorhamphus campbelli	Maluridae	Campbell's Fairywren	NULL
Chenorhamphus grayi	Maluridae	Broad-billed Fairywren	NULL
Cheramoeca leucosterna	Hirundinidae	White-backed Swallow	NULL
Chersomanes albofasciata	Alaudidae	Spike-heeled Lark	NULL
Chersomanes beesleyi	Alaudidae	Beesley's Lark	NULL
Chersophilus duponti	Alaudidae	Dupont's Lark	NULL
Chionis albus	Chionidae	Snowy Sheathbill	NULL
Chionis minor	Chionidae	Black-faced Sheathbill	NULL
Chionomesa fimbriata	Trochilidae	Glittering-throated Emerald	NULL
Chionomesa lactea	Trochilidae	Sapphire-spangled Emerald	NULL
Chiroxiphia boliviana	Pipridae	Yungas Manakin	NULL
Chiroxiphia caudata	Pipridae	Blue Manakin	NULL
Chiroxiphia lanceolata	Pipridae	Lance-tailed Manakin	NULL
Chiroxiphia linearis	Pipridae	Long-tailed Manakin	NULL
Chiroxiphia pareola	Pipridae	Blue-backed Manakin	NULL
Chlamydera cerviniventris	Ptilonorhynchidae	Fawn-breasted Bowerbird	NULL
Chlamydera guttata	Ptilonorhynchidae	Western Bowerbird	NULL
Chlamydera lauterbachi	Ptilonorhynchidae	Yellow-breasted Bowerbird	NULL
Chlamydera maculata	Ptilonorhynchidae	Spotted Bowerbird	NULL
Chlamydera nuchalis	Ptilonorhynchidae	Great Bowerbird	NULL
Chlamydochaera jefferyi	Turdidae	Fruithunter	NULL
Chlamydotis macqueenii	Otididae	Macqueen's Bustard	NULL
Chlamydotis undulata	Otididae	Houbara Bustard	NULL
Chleuasicus atrosuperciliaris	Paradoxornithidae	Pale-billed Parrotbill	NULL
Chlidonias albostriatus	Laridae	Black-fronted Tern	NULL
